label-coarse,text
5,What U.S. state has sagebrush as its state flower ?
3,Who founded the People 's Temple Commune ?
0,How do you clean badly tarnished brass ?
OTHERS,How many hands does Bjorn Borg use when hitting his forehand ?
OTHERS,What is a fear of home surroundings ?
0,What does `` Semper Fidelis '' mean ?
3,Who created Harry Lime ?
OTHERS,What George Harrison tune sounded too much like He 's So Fine by The Chiffons ?
0,Why were people recruited for the Vietnam War ?
0,Why are the ears your center of balance ?
5,What country comes last in an alphabetical list ?
OTHERS,How many Beanie Baby sites are there ?
OTHERS,"What shampoo prevents eczema , seborrhea , and psoriasis ?"
3,Who is Terrence Malick ?
5,What is the best online games site ?
5,What is the largest city in Germany ?
5,What city is terrorized by Dracula in The Night Stalker ?
OTHERS,"What overalls are named for Dungri , a suburb of Bombay ?"
5,What ocean is the largest in the world ?
OTHERS,What is a fear of bees ?
0,How can I register my website in Yahoo for free ?
OTHERS,What 's the largest U.S. agricultural crop by weight ?
OTHERS,How large is Missouri 's population ?
3,What explorers followed Columbus to the Americas ?
3,What writer is famous for physically putting himself into the center of his subject matter ?
5,Where on the Internet can I find a song lyrics database similar to the International Lyrics Server ?
2,What does the `` blue ribbon '' stand for ?
OTHERS,How many milliseconds in a second ?
OTHERS,How many boys play the game in Winslow Homer 's 1872 painting Snap the Whip ?
OTHERS,What did a 16th-century Aztec athlete get for putting a rubber ball through a ring ?
OTHERS,When was China 's first nuclear test ?
OTHERS,What was the death toll at the eruption of Mount Pinatubo ?
5,Where are good science sites on the Internet ?
OTHERS,How many miles of veins are in the circulatory system ?
3,Who was Shakespeare 's Moorish general ?
OTHERS,What was the number of assassinations and attempts to assassinate in the U.S. since 1865 ?
0,How is the element strontium purified ?
0,How does light travel through the void of space if there is no medium for it to ` wave ' or ` pulse ' .
OTHERS,What is the name of a Salt Lake City newspaper ?
0,Give a reason for American Indians oftentimes dropping out of school .
OTHERS,What is a fear of touching ?
OTHERS,What movie tour of the Roman empire features the admonition : `` Row well and live '' ?
0,What is the Hub of London ?
5,What Mediterranean island is home to the first Club Med ?
OTHERS,How many Canadians emmigrate each year ?
3,Who wrote The Look of Love after viewing Ursula Andress ?
5,What U.S. city 's skyline boasts the Gateway Arch ?
3,Who killed JFK ?
OTHERS,How many questions are on this thing ?
OTHERS,What was the U.S. highway death toll in 1969 ?
0,What causes panic attacks ?
5,Where does dew come from ?
3,Who was Scrooge 's dead partner in Dickens 's A Christmas Carol ?
5,What Caribbean island is sometimes called Little England ?
OTHERS,What is the recomended age to switch a child from a crib to a bed ?
OTHERS,"How many times has `` Louie , Louie '' been recorded ?"
0,What happened in the city of Dogtown in 1899 ?
0,What does hazmat stand for ?
0,What makes salt ?
0,What is the origin of the expression `` tout de suite '' ?
OTHERS,What does ribavirin consist of ?
OTHERS,When did the vesuvius last erupt ?
5,Where are all European and American eels born ?
OTHERS,Which operating system runs on IBM-compatible machines ?
3,What store claims to be the world 's largest department store ?
OTHERS,How many horses are there on a polo team ?
3,Who was the 3rd president of the United States ?
5,What city is wiener schnitzel named for ?
3,Who won a Pulitzer Prize for his novel The Caine Mutiny ?
OTHERS,What was the first video ever made ?
OTHERS,How old was Stevie Wonder when he signed with Motown Records ?
3,"When not adventuring on Rann , what does Adam Strange call his profession ?"
3,Who portrayed Maggio in the film From Here to Eternity ?
OTHERS,What was paper made of in the late 16th century ?
OTHERS,What 's the term for any four-sided figure ?
OTHERS,How much salt is in the oceans ?
3,Which team won the Super Bowl in 1968 ?
OTHERS,"What year did Degas create the bronze sculpture , `` Fourth Position Front ? ''"
0,How did names come about ?
OTHERS,What is the longest word in the English language ?
0,From what cause does tuberculosis stem ?
5,What U.S. state ends with a G ?
5,What U.S. city is The Queen of the Pacific ?
OTHERS,How many thousands of students attend the University of Massachusetts ?
5,What country is home to Heineken beer ?
OTHERS,In what year was the Wall built ?
OTHERS,When did the `` Star-Spangled Banner '' become the national anthem ?
5,Where did the myth of Santa Claus originate ?
3,What heavyweight boxer was known as The Wild Bull of the Pampas ?
OTHERS,What is the most common kind of skin cancer in the U.S. ?
5,Where can I find a list of `` classic '' books 5th and 6th graders should read ?
OTHERS,What is the average salary of a paleontologist ?
OTHERS,How many lawyers are there in the state of New Jersey ?
OTHERS,What ship did Lloyd M. Bucher command ?
5,What are the largest deserts in the world ?
OTHERS,How many propellers helped power the plane the Wright brothers flew into history ?
OTHERS,"Of children between the ages of two and eleven , what percentage watch `` The Simpsons '' ?"
OTHERS,How many of every 10 members of the Rodeo Cowboys Association have never worked a ranch ?
5,Where did Gulliver find a race of tiny people ?
OTHERS,What James Michener book is subtitled Spanish Travels and Reflections ?
0,What 's the origin of the word ` news ' ?
OTHERS,Madonna hocks which soft drink ?
OTHERS,"What is the latitude and longitude of El Paso , Texas ?"
5,Where is Rider College located ?
OTHERS,What is the brand name of the chemical daminozide ?
OTHERS,Boxing Day is celebrated on what date ?
OTHERS,Which side should a bowler facing a 37803 split hit the 3-pin on-the left or the right ?
OTHERS,What is the best-selling book of all time ?
OTHERS,When was Franklin D. Roosevelt stricken with polio ?
3,Who were the head writers for the Smothers Brothers Comedy Hour ?
5,What are the four largest mountain ranges in the continental United States ?
3,Who played Sally Rogers on The Dick Van Dyke Show ?
3,Which police department made the largest cocaine seizure ever in Ventura County ?
OTHERS,Name the disposable razor that `` costs about 19 cents . ''
OTHERS,"What poem contains the line , `` grow old with me the best is yet to be '' ."
3,What jockey won 17 Triple Crown races ?
5,What desert has the highest sand dunes ?
0,What did John Hinckley do to impress Jodie Foster ?
OTHERS,What is a fear of robbers ?
OTHERS,When was John D. Rockefeller born ?
5,What four U.S. states have active volcanoes ?
OTHERS,What was the minimum wage in 1991 ?
3,Name the university of which Woodrow Wilson was president .
OTHERS,What net game sees its women 's world amateur champions receive the Uber Cup ?
5,What country are Godiva chocolates from ?
0,How do you determine heating requirements for your home ?
3,Who is the man behind the pig-the man who pulls the strings and speaks for Miss Piggy ?
2,What is IOC an abbreviation of ?
3,Who starred in the movie The War of the Worlds ?
3,Who created the character of Scrooge ?
OTHERS,What organ contains the islands of Langerhans ?
OTHERS,In which year was the cartoon character Chilly Willy created ?
3,What is the name of a Greek god ?
OTHERS,When will the millennium officially begin ?
OTHERS,What is the chromosome number of an elephant ?
OTHERS,When was the bar-code invented ?
0,How did the bikini bathing suite get its name ?
OTHERS,When was General Manuel Noriega ousted as the leader of Panama and turned over to U.S. authorities ?
5,Where can I find a list of all the companies in America that offer a direct stock purchase plan ?
3,"Who created the Fantastic Four , Hulk , and Thor ?"
OTHERS,What is the name of the Islamic counterpart to the Red Cross ?
3,Whose image is alleged to be on The Shroud of Turin ?
0,How can someone become a federal agent ?
0,How was Teddy Roosevelt related to FDR ?
3,What is her profession ?
OTHERS,What color is the eight-ball in pocket billiards ?
3,What level of government or governmental agency is responsible for dealing with racism ?
0,What is the difference between a board of directors and an advisory board ?
OTHERS,"When did President Kennedy , Lee Harvey Oswald , and Jack Ruby all die ?"
3,What United States President had dreamed that he was assassinated ?
5,Where did the Japanese Imperial Forces surrender to end WWII ?
5,What were the first three cities to have a population of more than a million ?
OTHERS,"What became the biggest cash crop in the U.S. in 1983 , surpassing corn ?"
3,What king boycotted Prince Charles 's wedding ?
3,What astronomer-architect designed the present St. Paul 's Cathedral in London ?
0,What is dew point ?
0,How do you buy stocks ?
3,What are the four railways in Monopoly ?
OTHERS,What is a fear of punishment ?
2,What is the acronym for the rating system for air conditioner efficiency ?
5,What city 's theatrical district has been dubbed The Roaring Forties ?
5,What is the brightest star visible from Earth ?
0,What is a gandy dancer ?
OTHERS,What month of the year is there no television in Iceland ?
OTHERS,What 's an infant seal called ?
OTHERS,What is Beethoven 's 9th symphony called ?
3,Who was actress June Havoc 's legendary sister ?
OTHERS,What 's the only work by Michelangelo that bears his signature ?
5,What city does Orly Airport serve ?
5,What countries does the Mont Blanc Tunnel join ?
0,What was the `` Dead Man 's Hand '' ?
OTHERS,How often are quadruplets born ?
0,What made the short-lived Star Hawks strip so unique ?
5,In What city or state do the most gay men live in ?
5,Where is the world championship sled dog race held each February ?
5,Where is the massive North Korean nuclear complex located ?
5,What French seaport claims to be The Home of Wines ?
OTHERS,What 's the American dollar equivalent for 8 pounds in the U.K. ?
OTHERS,What are the top vegetable crops in the world ?
5,What U.S. state has an element named for it ?
OTHERS,What 's the favorite food of dragonflies ?
OTHERS,What Broadway show introduced the song Some Enchanted Evening ?
OTHERS,What is the name of the largest water conservancy project in China ?
OTHERS,What does the Peugeot company manufacture ?
5,What state did Helen Keller call home ?
3,Who is the best known villain of the 165 Gunpowder Plot ?
5,What sea is Bombay on ?
OTHERS,How many people was Randy Craft convicted of murdering ?
3,What California governor said : `` Inaction may be the highest form of action '' ?
OTHERS,What is the brand name of a chemical used to control ripening ?
3,Who was Quetzalcoatl ?
0,What would happen to Canada if Quebec separated ?
5,What country lies directly south of Detroit ?
OTHERS,How many meters are in a mile ?
OTHERS,What is the first day of the week ?
5,Which two states enclose Chesapeake Bay ?
OTHERS,How much money did the Marcos steal from their country ?
OTHERS,What is kept in Fort Knox that is so valuable ?
0,What is the difference between New York-style and Chicago-style pizza ?
5,Where is the Keck telescope ?
